# Simulation 1 (Up to date)
# 473 data points written for 57 variables.
#
# Время (s),Высота (m),Altitude above sea level (m),Вертикальная скорость (m/s),Общая скорость (m/s),Вертикальное ускорение (m/s²),Общее ускорение (m/s²),Положение по ветру (m),Положение против ветра (m),Боковая дистанция (m),Боковое направление (°),Боковая скорость (m/s),Боковое ускорение (m/s²),Широта (° С),Долгота (° В),Угол атаки (°),Угловая скорость крена (°/s),Угловая скорость тангажа (°/s),Угловая скорость рысканья (°/s),Вертикальная ориентация (зенит) (°),Продольная ориентация (азимут) (°),Масса (g),Масса топлива (g),Продольный момент инерции (kg·m²),Крутящий момент инерции (kg·m²),Гравитационное ускорение (m/s²),Положение ЦД (cm),Положение ЦТ (cm),Запас устойчивости в калибрах (​),Тяга (N),Thrust-to-weight ratio (​),Сила аэродинамического сопротивления (N),Коэффициент аэродинамического сопротивления (​),Коэффициент давления аэродинамического сопротивления (​),Коэффициент базового аэродинамического сопротивления (​),Коэффициент осевого аэродинамического сопротивления (​),Коэффициент нормализации тяги (​),Коэффициент момента тангажа (​),Коэффициент момента рысканья (​),Коэффициент боковой тяги (​),Коэффициент момента крена (​),Коэффициент усиления крена (​),Коэффициент затухания крена (​),Коэффициент затухания тангажа (​),Скорость ветра (m/s),Wind direction (°),Температура воздуха (°C),Давление воздуха (mbar),Air density (g/cm³),Скорость звука (m/s),Число Маха (​),Число Рейнольдса (​),Характерная длина миделя (cm),Характерная площадь (cm²),Временной шаг расчета (s),Время расчета (s),Кориолисово ускорение (m/s²)
# Event IGNITION occurred at t=0 seconds
# Event LAUNCH occurred at t=0 seconds
2.556,115.23,115.23,50.571,50.749,-13.046,13.094,7.564,-1.192e-5,7.564,90,4.255,1.12,28.61,-80.6,1.205,7.676e-6,-5.774,-0.011,83.962,89.996,303.089,12,0.005,6.915e-5,9.792,27.391,21.117,1.568,0,0,1.016,0.287,0.102,0.123,0.513,0.117,0.184,-4.216e-4,0,0,0,0,-1.753e-4,2.172,90,14.251,999.735,0.001,339.935,0.15,1.606e6,4,12.566,0.026,0.113,0.007
2.582,116.525,116.525,50.236,50.414,-12.996,13.055,7.673,-8.987e-6,7.673,90,4.224,1.242,28.61,-80.6,1.416,6.156e-6,-1.408,-0.007,84.056,89.994,303.089,12,0.005,6.915e-5,9.792,27.363,21.117,1.562,0,0,1.005,0.287,0.102,0.123,0.514,0.139,0.218,4.891e-4,0,0,0,0,-1.056e-5,2.266,90,14.243,999.584,0.001,339.93,0.149,1.595e6,4,12.566,0.022,0.114,0.006
2.604,117.628,117.628,49.951,50.127,-12.957,13.019,7.766,-6.158e-6,7.766,90,4.196,1.267,28.61,-80.6,1.473,5.082e-6,2.699,-0.008,84.042,89.992,303.089,12,0.005,6.915e-5,9.792,27.356,21.117,1.56,0,0,0.994,0.287,0.102,0.123,0.514,0.145,0.227,-3.254e-4,0,0,0,0,3.923e-5,2.319,90,14.235,999.454,0.001,339.926,0.148,1.586e6,4,12.566,0.021,0.114,0.006
2.625,118.694,118.694,49.674,49.848,-12.926,12.977,7.855,-3.097e-6,7.855,90,4.17,1.149,28.61,-80.6,1.307,4.328e-6,6.46,-0.006,83.943,89.991,303.089,12,0.005,6.915e-5,9.792,27.377,21.117,1.565,0,0,0.981,0.287,0.102,0.123,0.514,0.128,0.2,1.775e-4,0,0,0,0,2.273e-4,2.25,90,14.228,999.329,0.001,339.921,0.147,1.577e6,4,12.566,0.025,0.115,0.006
2.65,119.91,119.91,49.357,49.53,-12.894,12.93,7.957,8.089e-7,7.957,90,4.144,0.968,28.61,-80.6,1.03,5.331e-6,10.019,-0.007,83.739,89.991,303.089,12,0.005,6.915e-5,9.792,27.413,21.117,1.574,0,0,0.966,0.287,0.102,0.123,0.513,0.099,0.156,-1.059e-4,0,0,0,0,5.54e-4,2.171,90,14.221,999.187,0.001,339.917,0.146,1.567e6,4,12.566,0.032,0.116,0.006
2.682,121.48,121.48,48.946,49.118,-12.853,12.877,8.089,6.499e-6,8.089,90,4.116,0.781,28.61,-80.6,0.715,5.394e-6,13.392,-0.004,83.361,89.993,303.089,12,0.005,6.915e-5,9.792,27.455,21.117,1.585,0,0,0.949,0.287,0.102,0.123,0.512,0.068,0.107,1.445e-4,0,0,0,0,0.001,2.201,90,14.21,999.002,0.001,339.91,0.145,1.554e6,4,12.566,0.047,0.116,0.006
2.729,123.785,123.785,48.338,48.51,-12.807,12.816,8.283,1.6e-5,8.283,90,4.087,0.464,28.61,-80.6,0.125,4.144e-6,15.722,-0.034,82.658,89.996,303.089,12,0.005,6.915e-5,9.792,27.538,21.117,1.605,0,0,0.924,0.287,0.102,0.123,0.511,0.011,0.017,1.415e-4,0,0,0,0,0.001,2.248,90,14.195,998.732,0.001,339.901,0.143,1.534e6,4,12.566,0.05,0.117,0.006
2.779,126.185,126.185,47.698,47.872,-12.782,12.783,8.487,2.709e-5,8.487,90,4.072,0.084,28.61,-80.6,0.628,5.466e-6,-14.379,-0.005,81.889,89.998,303.089,12,0.005,6.915e-5,9.792,27.467,21.117,1.587,0,0,0.9,0.287,0.102,0.123,0.512,0.059,0.095,4.696e-4,0,0,0,0,-0.001,2.193,90,14.18,998.451,0.001,339.892,0.142,1.514e6,4,12.566,0.05,0.118,0.006
2.829,128.554,128.554,47.059,47.236,-12.763,12.765,8.691,3.885e-5,8.691,90,4.077,0.231,28.61,-80.6,1.242,1.288e-5,-8.927,-0.005,81.292,90.001,303.089,12,0.005,6.915e-5,9.792,27.385,21.117,1.567,0,0,0.879,0.287,0.102,0.123,0.513,0.121,0.191,-6.108e-5,0,0,0,0,-4.834e-4,2.09,90,14.164,998.173,0.001,339.883,0.14,1.493e6,4,12.566,0.029,0.119,0.006
2.858,129.9,129.9,46.693,46.872,-12.735,12.739,8.808,4.573e-5,8.808,90,4.085,0.306,28.61,-80.6,1.398,1.386e-5,-4.639,-0.006,81.097,90.002,303.089,12,0.005,6.915e-5,9.792,27.365,21.117,1.562,0,0,0.866,0.287,0.102,0.122,0.514,0.137,0.215,4.263e-4,0,0,0,0,-1.326e-4,2.067,90,14.156,998.015,0.001,339.877,0.139,1.482e6,4,12.566,0.026,0.119,0.006
2.884,131.102,131.102,46.365,46.545,-12.69,12.693,8.914,5.19e-5,8.914,90,4.093,0.275,28.61,-80.6,1.357,1.289e-5,-0.711,-0.002,81.028,90.003,303.089,12,0.005,6.915e-5,9.792,27.37,21.117,1.563,0,0,0.854,0.287,0.102,0.122,0.514,0.133,0.208,-4.324e-4,0,0,0,0,-3.157e-6,2.107,90,14.148,997.874,0.001,339.872,0.138,1.472e6,4,12.566,0.027,0.12,0.006
2.911,132.354,132.354,46.022,46.204,-12.637,12.638,9.025,5.829e-5,9.025,90,4.099,0.216,28.61,-80.6,1.254,1.33e-5,3.088,-0.004,81.061,90.003,303.089,12,0.005,6.915e-5,9.792,27.383,21.117,1.567,0,0,0.841,0.287,0.102,0.122,0.513,0.122,0.191,4.143e-4,0,0,0,0,6.043e-5,2.111,90,14.14,997.727,0.001,339.868,0.137,1.461e6,4,12.566,0.03,0.121,0.006
2.941,133.724,133.724,45.645,45.829,-12.574,12.575,9.147,6.523e-5,9.147,90,4.105,0.14,28.61,-80.6,1.104,1.1e-5,6.843,-0.007,81.211,90.004,303.089,12,0.005,6.915e-5,9.792,27.402,21.117,1.571,0,0,0.826,0.287,0.102,0.122,0.513,0.107,0.167,4.17e-4,0,0,0,0,3.017e-4,2.055,90,14.131,997.566,0.001,339.862,0.136,1.449e6,4,12.566,0.035,0.121,0.006
2.975,135.302,135.302,45.21,45.396,-12.487,12.487,9.29,7.313e-5,9.29,90,4.107,0.039,28.61,-80.6,0.735,1.171e-5,10.2,-0.011,81.511,90.004,303.089,12,0.005,6.915e-5,9.792,27.451,21.117,1.584,0,0,0.809,0.287,0.101,0.122,0.511,0.07,0.11,3.503e-4,0,0,0,0,6.829e-4,2.05,90,14.121,997.381,0.001,339.856,0.134,1.435e6,4,12.566,0.05,0.122,0.006
3.025,137.547,137.547,44.588,44.776,-12.364,12.369,9.495,8.42e-5,9.495,89.999,4.097,0.34,28.61,-80.6,0.049,1.221e-5,12.141,-0.189,82.084,90.004,303.089,12,0.005,6.915e-5,9.792,27.548,21.117,1.608,0,0,0.786,0.287,0.101,0.122,0.511,0.005,0.007,4.093e-5,0,0,0,0,9.941e-4,2.064,90,14.106,997.118,0.001,339.847,0.132,1.415e6,4,12.566,0.05,0.123,0.006
3.075,139.761,139.761,43.973,44.161,-12.265,12.278,9.699,9.515e-5,9.699,89.999,4.073,0.555,28.61,-80.6,0.495,1.173e-5,-10.82,-0.023,82.668,90,303.089,12,0.005,6.915e-5,9.792,27.484,21.117,1.592,0,0,0.765,0.287,0.101,0.122,0.511,0.047,0.075,1.433e-5,0,0,0,0,-8.12e-4,1.971,90,14.092,996.858,0.001,339.838,0.131,1.395e6,4,12.566,0.05,0.123,0.006
3.125,141.944,141.944,43.362,43.55,-12.178,12.201,9.902,1.065e-4,9.902,89.999,4.042,0.745,28.61,-80.6,0.972,7.402e-6,-7.537,-0.007,83.136,89.993,303.089,12,0.005,6.915e-5,9.792,27.419,21.117,1.576,0,0,0.745,0.287,0.101,0.122,0.512,0.093,0.147,4.205e-4,0,0,0,0,-4.052e-4,1.925,90,14.077,996.602,0.001,339.83,0.129,1.376e6,4,12.566,0.044,0.124,0.006
3.169,143.825,143.825,42.832,43.019,-12.11,12.142,10.078,1.174e-4,10.078,89.999,4.006,0.891,28.61,-80.6,1.333,1.186e-5,-2.737,-0.005,83.365,89.99,303.089,12,0.005,6.915e-5,9.792,27.372,21.117,1.564,0,0,0.729,0.287,0.101,0.122,0.513,0.131,0.204,-1.454e-4,0,0,0,0,-5.473e-5,1.989,90,14.065,996.382,0.001,339.822,0.127,1.359e6,4,12.566,0.032,0.125,0.006
3.201,145.202,145.202,42.441,42.627,-12.065,12.1,10.207,1.262e-4,10.207,89.999,3.976,0.925,28.61,-80.6,1.439,1.114e-5,1.417,-0.003,83.387,89.988,303.089,12,0.005,6.915e-5,9.792,27.358,21.117,1.56,0,0,0.716,0.287,0.101,0.122,0.513,0.142,0.221,-6.56e-5,0,0,0,0,1.492e-5,2.027,90,14.056,996.22,0.001,339.817,0.126,1.347e6,4,12.566,0.03,0.125,0.005
3.232,146.485,146.485,42.076,42.261,-12.022,12.06,10.327,1.35e-4,10.327,89.999,3.948,0.955,28.61,-80.6,1.526,1.25e-5,5.533,-0.005,83.282,89.988,303.089,12,0.005,6.915e-5,9.792,27.347,21.117,1.558,0,0,0.705,0.287,0.101,0.122,0.514,0.151,0.235,-2.519e-4,0,0,0,0,2.314e-4,2.148,90,14.048,996.07,0.001,339.812,0.125,1.336e6,4,12.566,0.029,0.126,0.005
3.261,147.704,147.704,41.727,41.91,-11.987,12.021,10.442,1.441e-4,10.442,89.999,3.92,0.902,28.61,-80.6,1.427,1.088e-5,9.447,-0.004,83.064,89.989,303.089,12,0.005,6.915e-5,9.792,27.36,21.117,1.561,0,0,0.693,0.287,0.101,0.122,0.513,0.14,0.218,-4.64e-4,0,0,0,0,6.857e-4,2.214,90,14.04,995.927,0.001,339.807,0.124,1.325e6,4,12.566,0.032,0.127,0.005
3.293,149.023,149.023,41.346,41.529,-11.955,11.978,10.566,1.546e-4,10.566,89.999,3.894,0.744,28.61,-80.6,1.082,1.193e-5,12.936,0.001,82.705,89.991,303.089,12,0.005,6.915e-5,9.792,27.404,21.117,1.572,0,0,0.679,0.287,0.101,0.122,0.512,0.105,0.163,2.19e-4,0,0,0,0,0.001,2.194,90,14.031,995.772,0.001,339.802,0.123,1.313e6,4,12.566,0.043,0.127,0.005
3.336,150.806,150.806,40.828,41.011,-11.92,11.931,10.734,1.698e-4,10.734,89.999,3.867,0.514,28.61,-80.6,0.525,1.258e-5,15.87,0.007,82.073,89.995,303.089,12,0.005,6.915e-5,9.792,27.479,21.117,1.591,0,0,0.66,0.287,0.101,0.122,0.511,0.049,0.077,-3.625e-4,0,0,0,0,0.002,2.201,90,14.02,995.563,0.001,339.795,0.121,1.297e6,4,12.566,0.05,0.128,0.005
3.386,152.833,152.833,40.233,40.417,-11.897,11.899,10.927,1.88e-4,10.927,89.999,3.848,0.222,28.61,-80.6,0.275,1.306e-5,-16.381,0.017,81.253,90,303.089,12,0.005,6.915e-5,9.792,27.514,21.117,1.599,0,0,0.64,0.287,0.101,0.122,0.51,0.026,0.043,-3.863e-4,0,0,0,0,-0.002,2.144,90,14.007,995.325,0.001,339.787,0.12,1.277e6,4,12.566,0.05,0.129,0.005
3.436,154.83,154.83,39.638,39.824,-11.894,11.894,11.119,2.064e-4,11.119,89.999,3.845,0.09,28.61,-80.6,1.133,1.493e-5,-13.533,0.005,80.491,90.004,303.089,12,0.005,6.915e-5,9.792,27.397,21.117,1.57,0,0,0.623,0.287,0.101,0.122,0.512,0.11,0.174,2.011e-4,0,0,0,0,-0.002,1.992,90,13.994,995.091,0.001,339.779,0.118,1.258e6,4,12.566,0.044,0.129,0.005
3.48,156.567,156.567,39.114,39.303,-11.892,11.897,11.289,2.223e-4,11.289,89.999,3.854,0.324,28.61,-80.6,1.764,1.492e-5,-8.431,0.002,79.999,90.006,303.089,12,0.005,6.915e-5,9.792,27.317,21.117,1.55,0,0,0.61,0.287,0.101,0.122,0.515,0.176,0.274,-2.666e-4,0,0,0,0,-6.219e-4,1.807,90,13.982,994.887,0.001,339.772,0.116,1.241e6,4,12.566,0.029,0.13,0.005
3.509,157.691,157.691,38.771,38.963,-11.874,11.88,11.4,2.324e-4,11.4,89.999,3.865,0.389,28.61,-80.6,1.953,1.609e-5,-4.152,0.004,79.817,90.006,303.089,12,0.005,6.915e-5,9.792,27.294,21.117,1.544,0,0,0.6,0.287,0.101,0.122,0.516,0.197,0.304,-4.625e-4,0,0,0,0,-1.535e-4,1.743,90,13.975,994.756,0.001,339.768,0.115,1.23e6,4,12.566,0.026,0.13,0.005
3.535,158.712,158.712,38.457,38.652,-11.831,11.835,11.503,2.414e-4,11.503,89.999,3.875,0.33,28.61,-80.6,1.827,1.598e-5,-0.301,7.221e-4,79.759,90.006,303.089,12,0.005,6.915e-5,9.792,27.309,21.117,1.548,0,0,0.59,0.287,0.101,0.122,0.515,0.183,0.283,4.229e-4,0,0,0,0,-8.196e-7,1.814,90,13.968,994.636,0.001,339.764,0.114,1.22e6,4,12.566,0.029,0.131,0.005
3.564,159.817,159.817,38.116,38.314,-11.778,11.78,11.615,2.51e-4,11.615,89.999,3.883,0.247,28.61,-80.6,1.624,1.569e-5,3.423,0.004,79.805,90.006,303.089,12,0.005,6.915e-5,9.792,27.334,21.117,1.554,0,0,0.579,0.287,0.101,0.122,0.514,0.161,0.25,3.109e-4,0,0,0,0,1.077e-4,1.862,90,13.961,994.506,0.001,339.759,0.113,1.21e6,4,12.566,0.033,0.131,0.005
3.597,161.076,161.076,37.726,37.926,-11.713,11.713,11.744,2.618e-4,11.744,89.999,3.889,0.134,28.61,-80.6,1.321,1.515e-5,7.022,0.007,79.981,90.004,303.089,12,0.005,6.915e-5,9.792,27.372,21.117,1.564,0,0,0.566,0.287,0.101,0.122,0.512,0.129,0.201,-3.827e-4,0,0,0,0,4.626e-4,1.882,90,13.953,994.358,0.001,339.754,0.112,1.198e6,4,12.566,0.042,0.131,0.005
3.64,162.654,162.654,37.235,37.438,-11.625,11.626,11.907,2.753e-4,11.907,89.999,3.891,0.044,28.61,-80.6,0.793,1.458e-5,10.191,0.009,80.349,90,303.089,12,0.005,6.915e-5,9.792,27.442,21.117,1.581,0,0,0.55,0.287,0.101,0.122,0.511,0.076,0.118,2.513e-4,0,0,0,0,9.993e-4,1.912,90,13.943,994.173,0.001,339.748,0.111,1.183e6,4,12.566,0.05,0.132,0.005
3.69,164.502,164.502,36.656,36.861,-11.54,11.541,12.102,2.916e-4,12.102,89.999,3.885,0.185,28.61,-80.6,0.307,1.439e-5,11.974,0.024,80.91,89.995,303.089,12,0.005,6.915e-5,9.792,27.509,21.117,1.598,0,0,0.532,0.287,0.101,0.122,0.51,0.029,0.044,3.449e-4,0,0,0,0,0.001,1.778,90,13.931,993.957,0.001,339.741,0.109,1.164e6,4,12.566,0.05,0.132,0.005
3.74,166.32,166.32,36.081,36.288,-11.456,11.462,12.296,3.086e-4,12.296,89.999,3.871,0.377,28.61,-80.6,0.394,1.438e-5,-11.875,0.011,81.516,89.99,303.089,12,0.005,6.915e-5,9.792,27.496,21.117,1.595,0,0,0.515,0.287,0.101,0.122,0.51,0.037,0.06,7.423e-5,0,0,0,0,-0.001,1.765,90,13.919,993.743,0.001,339.734,0.107,1.146e6,4,12.566,0.05,0.133,0.005
3.79,168.11,168.11,35.51,35.718,-11.388,11.399,12.489,3.269e-4,12.489,89.999,3.849,0.502,28.61,-80.6,0.882,1.325e-5,-9.718,0.006,82.062,89.986,303.089,12,0.005,6.915e-5,9.792,27.429,21.117,1.578,0,0,0.5,0.287,0.101,0.121,0.511,0.084,0.134,1.882e-4,0,0,0,0,-9.994e-4,1.661,90,13.907,993.534,0.001,339.727,0.106,1.127e6,4,12.566,0.05,0.135,0.005
3.84,169.871,169.871,34.942,35.151,-11.325,11.343,12.681,3.468e-4,12.681,89.998,3.821,0.638,28.61,-80.6,1.392,1.133e-5,-6.163,6.651e-4,82.465,89.981,303.089,12,0.005,6.915e-5,9.792,27.363,21.117,1.561,0,0,0.486,0.287,0.101,0.121,0.512,0.137,0.214,1.066e-4,0,0,0,0,-4.149e-4,1.668,90,13.896,993.327,0.001,339.72,0.104,1.109e6,4,12.566,0.046,0.135,0.005
3.886,171.475,171.475,34.42,34.628,-11.275,11.296,12.857,3.668e-4,12.857,89.998,3.79,0.69,28.61,-80.6,1.627,1.415e-5,-1.805,-0.004,82.652,89.979,303.089,12,0.005,6.915e-5,9.792,27.333,21.117,1.554,0,0,0.472,0.287,0.101,0.121,0.513,0.161,0.251,-2.994e-4,0,0,0,0,-3.667e-5,1.647,90,13.885,993.139,0.001,339.713,0.103,1.093e6,4,12.566,0.041,0.136,0.004
3.926,172.864,172.864,33.962,34.17,-11.235,11.255,13.01,3.858e-4,13.01,89.998,3.762,0.675,28.61,-80.6,1.638,1.541e-5,2.195,-0.005,82.643,89.977,303.089,12,0.005,6.915e-5,9.792,27.332,21.117,1.554,0,0,0.46,0.287,0.101,0.121,0.513,0.163,0.252,1.203e-4,0,0,0,0,5.566e-5,1.614,90,13.876,992.976,0.001,339.708,0.101,1.078e6,4,12.566,0.041,0.136,0.004
3.968,174.262,174.262,33.498,33.705,-11.197,11.215,13.165,4.065e-4,13.165,89.998,3.735,0.621,28.61,-80.6,1.507,1.274e-5,5.998,-0.004,82.472,89.978,303.089,12,0.005,6.915e-5,9.792,27.348,21.117,1.558,0,0,0.447,0.287,0.101,0.121,0.513,0.149,0.232,2.812e-4,0,0,0,0,4.273e-4,1.591,90,13.867,992.812,0.001,339.702,0.1,1.063e6,4,12.566,0.046,0.137,0.004
4.014,175.805,175.805,32.979,33.186,-11.158,11.171,13.338,4.312e-4,13.338,89.998,3.708,0.543,28.61,-80.6,1.274,1.443e-5,9.595,-0.002,82.107,89.981,303.089,12,0.005,6.915e-5,9.792,27.377,21.117,1.565,0,0,0.432,0.287,0.101,0.121,0.512,0.124,0.194,-1.269e-4,0,0,0,0,0.001,1.614,90,13.857,992.631,0.001,339.696,0.098,1.047e6,4,12.566,0.05,0.137,0.004
4.064,177.44,177.44,32.422,32.63,-11.118,11.128,13.523,4.593e-4,13.523,89.998,3.683,0.45,28.61,-80.6,0.95,1.349e-5,12.657,-1.121e-4,81.547,89.987,303.089,12,0.005,6.915e-5,9.792,27.419,21.117,1.576,0,0,0.418,0.287,0.101,0.121,0.511,0.091,0.142,6.11e-6,0,0,0,0,0.002,1.687,90,13.847,992.439,0.001,339.69,0.097,1.03e6,4,12.566,0.05,0.138,0.004
4.114,179.048,179.048,31.867,32.077,-11.088,11.093,13.707,4.886e-4,13.707,89.998,3.664,0.313,28.61,-80.6,0.406,1.25e-5,14.353,0.012,80.865,89.993,303.089,12,0.005,6.915e-5,9.792,27.494,21.117,1.594,0,0,0.403,0.287,0.101,0.121,0.51,0.038,0.057,-1.448e-4,0,0,0,0,0.003,1.692,90,13.836,992.251,0.001,339.684,0.095,1.013e6,4,12.566,0.05,0.14,0.004
4.164,180.627,180.627,31.313,31.525,-11.06,11.062,13.889,5.185e-4,13.889,89.998,3.651,0.203,28.61,-80.6,0.092,1.237e-5,-14.698,0.111,80.134,89.998,303.089,12,0.005,6.915e-5,9.792,27.539,21.117,1.605,0,0,0.389,0.287,0.101,0.121,0.509,0.008,0.017,-8.283e-5,0,0,0,0,-0.003,1.744,90,13.826,992.065,0.001,339.677,0.094,9.957e5,4,12.566,0.05,0.14,0.004
4.214,182.179,182.179,30.76,30.976,-11.038,11.038,14.072,5.486e-4,14.072,89.998,3.643,0.095,28.61,-80.6,0.607,1.233e-5,-13.838,0.024,79.415,90.002,303.089,12,0.005,6.915e-5,9.792,27.466,21.117,1.587,0,0,0.376,0.287,0.101,0.121,0.51,0.057,0.094,-2.555e-4,0,0,0,0,-0.003,1.768,90,13.816,991.883,0.001,339.671,0.092,9.787e5,4,12.566,0.05,0.141,0.004
4.264,183.703,183.703,30.209,30.428,-11.015,11.015,14.254,5.785e-4,14.254,89.998,3.641,0.012,28.61,-80.6,1.016,1.251e-5,-11.802,0.017,78.771,90.004,303.089,12,0.005,6.915e-5,9.792,27.41,21.117,1.573,0,0,0.364,0.287,0.101,0.121,0.511,0.098,0.156,2.671e-4,0,0,0,0,-0.002,1.802,90,13.806,991.705,0.001,339.665,0.09,9.617e5,4,12.566,0.05,0.141,0.004
4.314,185.2,185.2,29.659,29.882,-10.981,10.981,14.436,6.079e-4,14.436,89.998,3.641,0.008,28.61,-80.6,1.151,1e-5,-9.392,0.015,78.24,90.005,303.089,12,0.005,6.915e-5,9.792,27.393,21.117,1.569,0,0,0.352,0.287,0.101,0.121,0.511,0.112,0.177,6.784e-5,0,0,0,0,-0.001,1.915,90,13.796,991.529,0.001,339.659,0.089,9.453e5,4,12.566,0.05,0.142,0.004
4.364,186.669,186.669,29.111,29.338,-10.954,10.954,14.618,6.368e-4,14.618,89.998,3.643,0.062,28.61,-80.6,1.434,1.214e-5,-6.478,0.014,77.841,90.005,303.089,12,0.005,6.915e-5,9.792,27.356,21.117,1.56,0,0,0.34,0.287,0.101,0.121,0.512,0.141,0.221,2.224e-4,0,0,0,0,-6.532e-4,1.871,90,13.787,991.357,0.001,339.654,0.087,9.281e5,4,12.566,0.05,0.142,0.004
4.414,188.111,188.111,28.564,28.796,-10.914,10.914,14.8,6.652e-4,14.8,89.997,3.646,0.06,28.61,-80.6,1.458,1.178e-5,-3.328,0.01,77.596,90.004,303.089,12,0.005,6.915e-5,9.792,27.353,21.117,1.559,0,0,0.328,0.287,0.101,0.121,0.512,0.144,0.224,-4.304e-4,0,0,0,0,-1.789e-4,1.878,90,13.777,991.188,0.001,339.648,0.086,9.112e5,4,12.566,0.05,0.143,0.004
4.464,189.526,189.526,28.02,28.256,-10.864,10.864,14.982,6.933e-4,14.982,89.997,3.648,0.023,28.61,-80.6,1.298,1.214e-5,-0.504,0.008,77.502,90.003,303.089,12,0.005,6.915e-5,9.792,27.373,21.117,1.564,0,0,0.316,0.287,0.101,0.121,0.512,0.127,0.198,-4.773e-4,0,0,0,0,-4.262e-6,1.9,90,13.768,991.022,0.001,339.642,0.084,8.945e5,4,12.566,0.05,0.143,0.004
4.514,190.913,190.913,27.478,27.719,-10.817,10.817,15.165,7.212e-4,15.165,89.997,3.648,0.003,28.61,-80.6,1.168,1.442e-5,1.925,0.008,77.539,90,303.089,12,0.005,6.915e-5,9.792,27.39,21.117,1.568,0,0,0.303,0.287,0.101,0.121,0.511,0.113,0.178,-2.128e-4,0,0,0,0,6.448e-5,1.839,90,13.759,990.859,0.001,339.637,0.083,8.774e5,4,12.566,0.05,0.144,0.004
4.564,192.273,192.273,26.938,27.184,-10.768,10.768,15.347,7.491e-4,15.347,89.997,3.648,0.04,28.61,-80.6,0.953,1.523e-5,3.971,0.009,77.689,89.998,303.089,12,0.005,6.915e-5,9.792,27.418,21.117,1.575,0,0,0.291,0.287,0.101,0.121,0.51,0.092,0.144,-4.028e-4,0,0,0,0,2.854e-4,1.763,90,13.75,990.7,0.001,339.632,0.081,8.603e5,4,12.566,0.05,0.145,0.003
4.614,193.607,193.607,26.401,26.651,-10.714,10.714,15.53,7.774e-4,15.53,89.997,3.644,0.102,28.61,-80.6,0.566,1.606e-5,5.322,0.012,77.924,89.995,303.089,12,0.005,6.915e-5,9.792,27.47,21.117,1.588,0,0,0.279,0.287,0.101,0.121,0.509,0.053,0.084,3.338e-4,0,0,0,0,5.331e-4,1.732,90,13.742,990.543,0.001,339.626,0.079,8.435e5,4,12.566,0.05,0.145,0.003
4.664,194.913,194.913,25.867,26.121,-10.664,10.665,15.712,8.062e-4,15.712,89.997,3.638,0.159,28.61,-80.6,0.161,1.605e-5,5.976,0.025,78.21,89.992,303.089,12,0.005,6.915e-5,9.792,27.528,21.117,1.603,0,0,0.268,0.287,0.101,0.121,0.509,0.015,0.023,-3.61e-4,0,0,0,0,6.997e-4,1.686,90,13.733,990.39,0.001,339.621,0.078,8.267e5,4,12.566,0.05,0.146,0.003
4.714,196.193,196.193,25.335,25.593,-10.613,10.616,15.893,8.358e-4,15.893,89.997,3.628,0.233,28.61,-80.6,0.391,1.606e-5,-5.783,0.003,78.507,89.989,303.089,12,0.005,6.915e-5,9.792,27.495,21.117,1.594,0,0,0.258,0.287,0.101,0.121,0.509,0.037,0.059,3.881e-4,0,0,0,0,-6.817e-4,1.704,90,13.725,990.24,0.001,339.616,0.076,8.103e5,4,12.566,0.05,0.147,0.003
4.764,197.447,197.447,24.805,25.067,-10.566,10.57,16.074,8.663e-4,16.074,89.997,3.614,0.314,28.61,-80.6,0.995,1.641e-5,-4.717,-0.003,78.774,89.986,303.089,12,0.005,6.915e-5,9.792,27.412,21.117,1.574,0,0,0.248,0.287,0.101,0.121,0.51,0.096,0.151,1.348e-4,0,0,0,0,-4.719e-4,1.758,90,13.717,990.093,0.001,339.611,0.075,7.943e5,4,12.566,0.05,0.148,0.003
4.814,198.674,198.674,24.278,24.543,-10.521,10.529,16.255,8.978e-4,16.255,89.997,3.596,0.397,28.61,-80.6,1.613,1.635e-5,-2.603,-0.004,78.96,89.984,303.089,12,0.005,6.915e-5,9.792,27.333,21.117,1.554,0,0,0.24,0.287,0.101,0.121,0.513,0.16,0.248,-1.093e-4,0,0,0,0,-1.496e-4,1.854,90,13.709,989.949,0.001,339.606,0.073,7.787e5,4,12.566,0.05,0.148,0.003
4.864,199.875,199.875,23.753,24.02,-10.487,10.495,16.434,9.303e-4,16.434,89.997,3.576,0.408,28.61,-80.6,1.795,1.725e-5,-0.016,-0.002,79.027,89.983,303.089,12,0.005,6.915e-5,9.792,27.311,21.117,1.548,0,0,0.23,0.287,0.101,0.121,0.513,0.18,0.278,3.535e-4,0,0,0,0,-5.929e-9,1.807,90,13.701,989.808,0.001,339.602,0.072,7.621e5,4,12.566,0.05,0.149,0.003
4.914,201.049,201.049,23.229,23.5,-10.455,10.463,16.612,9.641e-4,16.612,89.997,3.556,0.405,28.61,-80.6,1.882,1.703e-5,2.65,-0.001,78.961,89.983,303.089,12,0.005,6.915e-5,9.792,27.3,21.117,1.546,0,0,0.22,0.287,0.101,0.121,0.514,0.189,0.292,-5.203e-5,0,0,0,0,1.69e-4,1.774,90,13.693,989.67,0.001,339.597,0.07,7.457e5,4,12.566,0.05,0.149,0.003
